# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	456198	457190	+					dmeF		EYE35_RS18275	993		old_locus_tag=EYE35_18275
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	456198	457190	+	WP_137458889.1	WP_137458889.1		CDF family Co(II)/Ni(II) efflux transporter DmeF	dmeF		EYE35_RS18275	993	330	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	457343	459154	+							EYE35_RS18280	1812		old_locus_tag=EYE35_18280
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	457343	459154	+	WP_137458890.1	WP_137458890.1		PAS domain S-box protein			EYE35_RS18280	1812	603	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	459182	460366	-							EYE35_RS18285	1185		old_locus_tag=EYE35_18285
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	459182	460366	-	WP_101328253.1	WP_101328253.1		glutathione-dependent formaldehyde dehydrogenase			EYE35_RS18285	1185	394	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	460370	461008	-							EYE35_RS18290	639		old_locus_tag=EYE35_18290
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	460370	461008	-	WP_112329651.1	WP_112329651.1		SRPBCC family protein			EYE35_RS18290	639	212	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	461143	461520	+							EYE35_RS18295	378		old_locus_tag=EYE35_18295
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	461143	461520	+	WP_137458891.1	WP_137458891.1		hypothetical protein			EYE35_RS18295	378	125	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	461575	461766	+							EYE35_RS18300	192		old_locus_tag=EYE35_18300
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	461575	461766	+	WP_137458892.1	WP_137458892.1		Sec-independent protein translocase TatA			EYE35_RS18300	192	63	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	461868	462143	+							EYE35_RS18305	276		old_locus_tag=EYE35_18305
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	461868	462143	+	WP_012640907.1	WP_012640907.1		hypothetical protein			EYE35_RS18305	276	91	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	462234	464540	+							EYE35_RS18310	2307		old_locus_tag=EYE35_18310
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	462234	464540	+	WP_137458893.1	WP_137458893.1		bifunctional diguanylate cyclase/phosphodiesterase			EYE35_RS18310	2307	768	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	464678	465190	+							EYE35_RS18315	513		old_locus_tag=EYE35_18315
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	464678	465190	+	WP_137458894.1	WP_137458894.1		hypothetical protein			EYE35_RS18315	513	170	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	465160	465675	-							EYE35_RS18320	516		old_locus_tag=EYE35_18320
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	465160	465675	-	WP_069333017.1	WP_069333017.1		DUF2231 domain-containing protein			EYE35_RS18320	516	171	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	465631	466347	+							EYE35_RS18325	717		old_locus_tag=EYE35_18325
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	465631	466347	+	WP_137459306.1	WP_137459306.1		cytochrome B			EYE35_RS18325	717	238	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	466344	468821	+					ctaD		EYE35_RS18330	2478		old_locus_tag=EYE35_18330
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	466344	468821	+	WP_137458895.1	WP_137458895.1		cytochrome c oxidase subunit I	ctaD		EYE35_RS18330	2478	825	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	468818	469126	+							EYE35_RS18335	309		old_locus_tag=EYE35_18335
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	468818	469126	+	WP_137458896.1	WP_137458896.1		hypothetical protein			EYE35_RS18335	309	102	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	469192	469722	+							EYE35_RS18340	531		old_locus_tag=EYE35_18340
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	469192	469722	+	WP_011339035.1	WP_011339035.1		sigma-70 family RNA polymerase sigma factor			EYE35_RS18340	531	176	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	469706	470482	+							EYE35_RS18345	777		old_locus_tag=EYE35_18345
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	469706	470482	+	WP_108223313.1	WP_108223313.1		anti-sigma factor			EYE35_RS18345	777	258	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	470511	471224	+							EYE35_RS18350	714		old_locus_tag=EYE35_18350
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	470511	471224	+	WP_101329500.1	WP_101329500.1		Bax inhibitor-1/YccA family protein			EYE35_RS18350	714	237	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	471260	471838	+							EYE35_RS18355	579		old_locus_tag=EYE35_18355
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	471260	471838	+	WP_137458897.1	WP_137458897.1		DUF2076 domain-containing protein			EYE35_RS18355	579	192	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	472082	472678	+							EYE35_RS18360	597		old_locus_tag=EYE35_18360
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	472082	472678	+	WP_137458898.1	WP_137458898.1		DUF4157 domain-containing protein			EYE35_RS18360	597	198	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	472734	473072	-							EYE35_RS18365	339		old_locus_tag=EYE35_18365
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	472734	473072	-	WP_069333126.1	WP_069333126.1		alkylphosphonate utilization protein			EYE35_RS18365	339	112	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	473322	473714	+							EYE35_RS18370	393		old_locus_tag=EYE35_18370
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	473322	473714	+	WP_069333125.1	WP_069333125.1		GFA family protein			EYE35_RS18370	393	130	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	473956	474615	+							EYE35_RS18375	660		old_locus_tag=EYE35_18375
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	473956	474615	+	WP_137458899.1	WP_137458899.1		response regulator transcription factor			EYE35_RS18375	660	219	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	474612	475928	+							EYE35_RS18380	1317		old_locus_tag=EYE35_18380
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	474612	475928	+	WP_137458900.1	WP_137458900.1		two-component sensor histidine kinase			EYE35_RS18380	1317	438	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	475910	476290	-							EYE35_RS18385	381		old_locus_tag=EYE35_18385
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	475910	476290	-	WP_069333122.1	WP_069333122.1		diacylglycerol kinase			EYE35_RS18385	381	126	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	476302	477951	-							EYE35_RS18390	1650		old_locus_tag=EYE35_18390
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	476302	477951	-	WP_137458901.1	WP_137458901.1		DUF1705 domain-containing protein			EYE35_RS18390	1650	549	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	478301	478483	-							EYE35_RS18395	183		old_locus_tag=EYE35_18395
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	478301	478483	-	WP_137459307.1	WP_137459307.1		hypothetical protein			EYE35_RS18395	183	60	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	479238	480923	+							EYE35_RS18400	1686		old_locus_tag=EYE35_18400
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	479238	480923	+	WP_137458902.1	WP_137458902.1		HAMP domain-containing protein			EYE35_RS18400	1686	561	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	481021	481353	-							EYE35_RS18405	333		old_locus_tag=EYE35_18405
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	481021	481353	-	WP_137458903.1	WP_137458903.1		DUF2934 domain-containing protein			EYE35_RS18405	333	110	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	481980	483683	+							EYE35_RS18410	1704		old_locus_tag=EYE35_18410
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	481980	483683	+	WP_108223307.1	WP_108223307.1		ABC transporter ATP-binding protein			EYE35_RS18410	1704	567	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	484060	485283	+							EYE35_RS18415	1224		old_locus_tag=EYE35_18415
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	484060	485283	+	WP_137458904.1	WP_137458904.1		anaerobic sulfatase maturase			EYE35_RS18415	1224	407	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	485633	487288	+							EYE35_RS18420	1656		old_locus_tag=EYE35_18420
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	485633	487288	+	WP_069331624.1	WP_069331624.1		BCCT family transporter			EYE35_RS18420	1656	551	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	487344	488237	-							EYE35_RS18425	894		old_locus_tag=EYE35_18425
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	487344	488237	-	WP_137458905.1	WP_137458905.1		siderophore ABC transporter substrate-binding protein			EYE35_RS18425	894	297	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	488364	488648	+							EYE35_RS18430	285		old_locus_tag=EYE35_18430
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	488364	488648	+	WP_137458906.1	WP_137458906.1		DUF2218 domain-containing protein			EYE35_RS18430	285	94	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	488753	490279	+							EYE35_RS18435	1527		old_locus_tag=EYE35_18435
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	488753	490279	+	WP_137458907.1	WP_137458907.1		cryptochrome/photolyase family protein			EYE35_RS18435	1527	508	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	490521	491453	-					egtD		EYE35_RS18440	933		old_locus_tag=EYE35_18440
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	490521	491453	-	WP_137458908.1	WP_137458908.1		L-histidine N(alpha)-methyltransferase	egtD		EYE35_RS18440	933	310	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	491453	492700	-							EYE35_RS18445	1248		old_locus_tag=EYE35_18445
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	491453	492700	-	WP_112329670.1	WP_112329670.1		ergothioneine biosynthesis protein EgtB			EYE35_RS18445	1248	415	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	492939	494777	+					ilvD		EYE35_RS18450	1839		old_locus_tag=EYE35_18450
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	492939	494777	+	WP_137458909.1	WP_137458909.1		dihydroxy-acid dehydratase	ilvD		EYE35_RS18450	1839	612	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	495224	495775	-							EYE35_RS18455	552		old_locus_tag=EYE35_18455
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	495224	495775	-	WP_137458910.1	WP_137458910.1		L,D-transpeptidase			EYE35_RS18455	552	183	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	496163	497452	+							EYE35_RS18460	1290		old_locus_tag=EYE35_18460
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	496163	497452	+	WP_069331632.1	WP_069331632.1		sorbosone dehydrogenase family protein			EYE35_RS18460	1290	429	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	497606	498640	+							EYE35_RS18465	1035		old_locus_tag=EYE35_18465
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	497606	498640	+	WP_137458911.1	WP_137458911.1		NAD-dependent epimerase/dehydratase family protein			EYE35_RS18465	1035	344	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	498609	499880	-							EYE35_RS18470	1272		old_locus_tag=EYE35_18470
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	498609	499880	-	WP_137458912.1	WP_137458912.1		glycerate kinase			EYE35_RS18470	1272	423	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	500239	500796	+							EYE35_RS18475	558		old_locus_tag=EYE35_18475
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	500239	500796	+	WP_137458913.1	WP_137458913.1		NAD(P)H-dependent oxidoreductase			EYE35_RS18475	558	185	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	500917	501639	-							EYE35_RS18480	723		old_locus_tag=EYE35_18480
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	500917	501639	-	WP_137458914.1	WP_137458914.1		hypothetical protein			EYE35_RS18480	723	240	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	501636	502928	-							EYE35_RS18485	1293		old_locus_tag=EYE35_18485
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	501636	502928	-	WP_101327618.1	WP_101327618.1		hypothetical protein			EYE35_RS18485	1293	430	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	503067	504200	-							EYE35_RS18490	1134		old_locus_tag=EYE35_18490
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	503067	504200	-	WP_137458915.1	WP_137458915.1		MFS transporter			EYE35_RS18490	1134	377	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	504514	505296	-							EYE35_RS18495	783		old_locus_tag=EYE35_18495
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	504514	505296	-	WP_137458916.1	WP_137458916.1		DeoR/GlpR transcriptional regulator			EYE35_RS18495	783	260	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	505447	506787	-							EYE35_RS18500	1341		old_locus_tag=EYE35_18500
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	505447	506787	-	WP_137458917.1	WP_137458917.1		long-chain fatty acid--CoA ligase			EYE35_RS18500	1341	446	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	506789	507484	-							EYE35_RS18505	696		old_locus_tag=EYE35_18505
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	506789	507484	-	WP_112329678.1	WP_112329678.1		SDR family oxidoreductase			EYE35_RS18505	696	231	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	507481	507792	-							EYE35_RS18510	312		old_locus_tag=EYE35_18510
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	507481	507792	-	WP_069333075.1	WP_069333075.1		hypothetical protein			EYE35_RS18510	312	103	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	507818	508474	-							EYE35_RS18515	657		old_locus_tag=EYE35_18515
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	507818	508474	-	WP_112329680.1	WP_112329680.1		serine acetyltransferase			EYE35_RS18515	657	218	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	509348	510349	+							EYE35_RS18520	1002		old_locus_tag=EYE35_18520
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	509348	510349	+	WP_112329681.1	WP_112329681.1		ABC transporter substrate-binding protein			EYE35_RS18520	1002	333	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	510417	511328	+							EYE35_RS18525	912		old_locus_tag=EYE35_18525
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	510417	511328	+	WP_101327612.1	WP_101327612.1		proline/glycine betaine ABC transporter permease			EYE35_RS18525	912	303	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	511321	512412	+							EYE35_RS18530	1092		old_locus_tag=EYE35_18530
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	511321	512412	+	WP_137458918.1	WP_137458918.1		glycine betaine/L-proline ABC transporter ATP-binding protein			EYE35_RS18530	1092	363	
gene	pseudogene	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	512829	514763	+							EYE35_RS18535	1935		pseudo;old_locus_tag=EYE35_18535
CDS	without_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	512829	514763	+				TonB-dependent receptor			EYE35_RS18535	1935		pseudo
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	514831	515301	-							EYE35_RS18540	471		old_locus_tag=EYE35_18540
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	514831	515301	-	WP_137458919.1	WP_137458919.1		MarR family transcriptional regulator			EYE35_RS18540	471	156	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	515821	516105	+							EYE35_RS18545	285		old_locus_tag=EYE35_18545
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	515821	516105	+	WP_137458920.1	WP_137458920.1		SH3 domain-containing protein			EYE35_RS18545	285	94	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	516325	516942	-							EYE35_RS18550	618		old_locus_tag=EYE35_18550
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	516325	516942	-	WP_137458921.1	WP_137458921.1		alpha/beta hydrolase			EYE35_RS18550	618	205	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	517231	518160	-							EYE35_RS18555	930		old_locus_tag=EYE35_18555
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	517231	518160	-	WP_137458922.1	WP_137458922.1		ring-cleaving dioxygenase			EYE35_RS18555	930	309	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	518321	519199	+							EYE35_RS18560	879		old_locus_tag=EYE35_18560
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	518321	519199	+	WP_137458923.1	WP_137458923.1		LysR family transcriptional regulator			EYE35_RS18560	879	292	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	519481	521460	-							EYE35_RS18565	1980		old_locus_tag=EYE35_18565
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	519481	521460	-	WP_137458924.1	WP_137458924.1		PhoX family phosphatase			EYE35_RS18565	1980	659	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	521639	522655	-					moaA		EYE35_RS18570	1017		old_locus_tag=EYE35_18570
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	521639	522655	-	WP_137458925.1	WP_137458925.1		GTP 3',8-cyclase MoaA	moaA		EYE35_RS18570	1017	338	
gene	protein_coding	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	522712	523944	-							EYE35_RS18575	1233		old_locus_tag=EYE35_18575
CDS	with_protein	GCF_005311585.1	Primary Assembly	chromosome	2	NZ_CP036420.1	522712	523944	-	WP_137458926.1	WP_137458926.1		molybdopterin molybdotransferase MoeA			EYE35_RS18575	1233	410	
